code,stock,concept,cause,thing,url,explain,title,dt
sz002351,漫步者,其他,无线鼠标+音箱+无线耳机+消费电子,,29ahfr5hl0,"1、23年3月17日讯，公司旗下专业电竞外设厂牌HECATE推出首款鼠标——G4MPRO三模无线游戏鼠标，这是专为趴握\u002F抓握的中大手游戏玩家而设计，是一款旗舰性能、舒适握感的无线鼠标。,2、VR产品的音频技术实现一直是公司研发的主力方向之一，VR也是元宇宙的基础技术之一。,3、公司是国内领先、全球知名的第三方独立音频品牌，产品包括各种多媒体音箱、专业音响和汽车音响，已发布多款TWS真无线蓝牙耳机。公司新品Neo buds Pro及S3系列是公司中高端机型在京东、天猫等电商平台均有销售。,4、公司拥有“一主一辅”（“漫步者”和“声迈”）两大产品品牌，公司采取立体品牌战略覆盖高中低端不同价位段产品，布局专业音频领域（如教育耳机、辅听耳机）实现差异化竞争。",03月17日漫步者股票异动解析,2023-03-17
sh601858,中国科传,其他,央企传媒+文献数据库+知网代替+文化传媒,,29ahfr5qg2,"1、公司是中科院控股隶属央企，是目前国内拥有科技图书和期刊内容资源最多的出版单位之一，也是国内学科分布最全、出版规模最大的综合性科技出版机构；公司持股万方数据15%股份，万方数据库是与知网齐名的学术数据库。,2、公司已开发上线了“中科云教育”、“爱一课”互动教学平台（APP）以及“状元共享课堂”（APP）等一系列数字平台和知识服务平台。其中多个平台已产生收入，并形成了用户流量。,3、目前公司出版科技期刊522种，其中英文期刊244种，约占中国英文科技期刊总数的1\u002F3，SCI收录期刊97种，超过中国SCI期刊总数的1\u002F3。",03月17日中国科传股票异动解析,2023-03-17
sz301439,N泓淋,新股,电源线组件与特种电缆,,3xaeklpc3v,"1、主营业务：,公司专业从事电源线组件和特种线缆的研发、生产和销售。,2、核心亮点：,（1）公司是全球电源线组件行业龙头企业之一，拥有高分子材料研发、电源线组件自动化生产等八大自主研发核心技术。,（2）为降低中美贸易摩擦对生产经营的影响，公司于2019年在泰国建立新生产基地。2019-2022年，公司对美国的销售收入占比分别为 1.71%、15.25%、28.57%和34.65%，然而公司受美国加征关税影响的销售收入比例仅依次为 1.71%、1.35%、1.33%和1.07%。,（3）公司的客户包括戴尔、海尔、海信、三星、LG、小米、沃尔玛等国内外知名家用电器、消费电子厂商。,3、行业概况：,（1）电源线组件作为电子产品的必备部件",03月17日N泓淋股票异动解析,2023-03-17
sz001337,四川黄金,新股,金矿采选销售,,77a8tbq0pg,"1、公司是一家长期专注于金矿资源开发及综合利用的企业，主要从事金矿的采选及销售，主要产品为金精矿和合质金。,2、公司拥有梭罗沟金矿采矿权和梭罗-挖金沟详查金矿探矿权，下游主要客户为黄金冶炼企业或黄金贸易企业，下游行业由于投资门槛较高，客户相对集中。,3、公司2020-2022年分别实现营业收入5.42、5.25、4.72亿元，公司主营业务收入来源于金精矿的生产和销售，占比达80%以上。23年1-3月预计实现营业收入1.40亿元至1.60亿元，同比增长26.08%至44.10%；扣非净利润0.52亿元至0.66亿元，同比增长82.76%至131.96%。",03月17日四川黄金股票异动解析,2023-03-17
sh603282,亚光股份,新股,制药与节能环保装备,,aha312qufh,"1、公司专业从事制药装备和节能环保设备的研发、生产与销售，并提供系统工程解决方案。主营产品广泛应用于制药、环保、化工、新能源等行业。,2、公司不断提升研发设计能力，研制出胶塞清洗机、过滤洗涤干燥机、单锥干燥混合机等制药工艺系统核心设备，其中胶塞清洗机、过滤洗涤干燥机为国家行业标准独家起草单位。,3、公司的客户包括华海药业、凯莱英、合全药业、齐鲁制药、长电科技、通富微电等国内知名制药企业。,4、2023年1-3月预计实现营业收入2.45亿元至2.99亿元，同比增长约63.06%至99.30%；归母净利润0.34亿元至0.42亿元，同比增长约61.67%至97.6%。,（详细解析请查阅23年3月15日异动解析）",03月17日亚光股份股票异动解析,2023-03-17
sh601121,宝地矿业,新股,铁矿+铁精粉+新疆,,77a8tbq5nh,"1、公司主营业务是铁矿石的开采、选矿加工和铁精粉销售。公司下属松湖铁矿的铁矿石平均品位为44.62%、宝山铁矿铁矿石平均品位为46.78%，均高于国家平均。,2、公司目前拥有2处处于正常开采的矿区松湖铁矿及宝山铁矿，截至2021年底该两处铁矿保有资源储量为4103.89万吨。新增了察汉乌苏（储量17525.70万吨）及哈西亚图铁矿（储量3700.40万吨）两处的采矿权，目前处于开采设计阶段。,3、报告期内公司铁矿石原矿开采量为80.49万吨、102.59万吨、131.10万吨和86.99万吨，铁矿石采选业务在新疆占比分别为12.18%、15.80%、16.63%、18.27%。,4、2023年1-3月预计实现营业收入1.66亿元至1.72亿元，同比下降18.09%至14.82%；归母净利润3370万元至3820万元，同比-10.66%至1.27%。,（详细解析请查阅23年3月日异动解析）",03月17日宝地矿业股票异动解析,2023-03-17
bj430556,N雅达,新股,电力监控设备,,3xaeklpjqk,"1、公司主要从事智能电力监控产品的研发、生产和销售以及电力监控系统集成服务。,2、公司电力监控产品又可分为电力监控仪表、电力监控装置、用电安全保护装置、传感器四种类型，此项业务主营收入占比高于80%。公司产品主要应用于数据中心、通信基站、轨道交通、新能源充电桩、工业建筑与市政等用电端领域。,3、公司2019-2021年分别实现营业收入2.37、2.92、3.23亿元；归母净利润4601、6998、4620万元。发行价格3.70元\u002F股，发行PE13.68、行业PE38.11，发行流通市值1.33亿。,4、2022年，公司实现营收3.1亿元，同比下降4.3%；净利润4264万元，同比下降8.05%。",03月17日N雅达股票异动解析,2023-03-17
sz002089,*ST新海,ST板块,实控人继续增持+数据中心+锂电池+通信服务,,c5a8fwtlad,"1、23年3月3日公告，公司实控人张亦斌、马玲芝及其一致行动人在股票交易异常波动期间买入公司730万股股票。自23年2月13日至3月2日，公司实控人张亦斌、马玲芝及其一致行动人张栗滔、海竞集团已经使用自有资金，通过集中竞价及大宗交易的方式累计增持公司1580.1万股股票。,2、公司数据中心拥有2500个机柜，出租率在80%以上，年营收为1.5亿元左右；新海宜与GCN已于2022年签署框股权收购意向书，目前各项工作有序推进中。,3、公司的主营业务为通信产品的研发、生产与销售业务，IDC业务，锂电材料产品的研发、生产与销售业务。,4、公司目前主要产品包括IDC数据产品和制造板块；锂电材料产品制造方面：日产能达到120万只。拥有广西卓能、安徽众禾、易城阳光、中北润良、福森集团等一批优质的客户。,5、电池组方面：目前拥有4条生产线，销售和生产的锂电池服务范围涵盖了滑板车、平衡车、国标电动两轮车、电动摩托车、3c数码家电、家用储能、特种车辆等。4条生产线并驾齐驱，可完成800套\u002F天的加工效益，按单套600元计算，可实现48万元\u002F天的创收。",03月17日*ST新海股票异动解析,2023-03-17
sh603039,ST泛微,ST板块,国产软件+云办公,,dt9x8ts0la,"1、23年2月10日，新三板宏灿股份与上市公司ST泛微签订合作协议。宏灿股份拥有成熟的大数据、智能化产品，主要业务集中在大数据中心平台、第三方运输监管平台及共享二轮车监管平台。,2、公司以“智能化、平台化、全程电子化”为战略导向持续提升优化产品和各行业解决方案，同时进一步建设和布局市场营销和服务网络。公司主要从事协同管理和移动办公软件产品的研发、销售及相关技术服务。,3、泛微凭借以“简单高效”为核心的协同OA办公系统与北航（四川）西部国际创新港成功合作；泛微OA办公系统签约贵州南方乳业；泛微OA办公系统签约盈峰环境；泛微协同OA办公系统成功签约陕西航坤，该系统同时签约众多公司。",03月17日ST泛微股票异动解析,2023-03-17
sz300526,*ST中潜,ST板块,光伏+体育用品,,8va5x77zwb,"1、22年3月拟增资并控股光伏跟踪支架公司瑞智中和，该公司的2.5gw光伏支架项目于22年5月份开建。,2、公司生产和销售的主营产品为潜水镜、潜水呼吸管、脚蹼及游泳镜、游泳帽和游泳配件等一系列浮潜装备和游泳用品。公司主要采取为海外品牌进行ODM、OEM的贴牌生产与生产销售自有品牌相结合的方式进行销售。,3、公司在浮潜装备和游泳用品行业深耕多年，在行业内具有较高知名度，直接客户包括大型国内外知名商超连锁品牌、体育品牌、服装品牌、礼品公司、休闲旅游运营品牌、跨境电商等运营商。休闲及体育运动领域的国际大型品牌运营商是公司产品主要的销售渠道，获得了欧美市场较多体育用品制造商的青睐。,4、23年1月31日公告，2022年度预盈238万–350万。",03月17日*ST中潜股票异动解析,2023-03-17
sh600804,ST鹏博士,ST板块,百度+智慧云网+数据中心,,aha312rmuk,"1、公司已与多个国内外主流云厂商合作，构建云网平台及生态，提供先进的云网融合解决方案。公司参与建设的“鹏博士西北5G大数据产业园”已于3月10日正式恢复建设施工。,2、23年3月16日互动易回复，关于深圳鹏博实业被债权人申请破产清算的案件，申请人已撤回对深圳鹏博实业的破产申请。,3、公司成为百度文心一言首批生态合作伙伴。公司主营业务分为四个板块，分别是智慧云网、数据中心、家庭宽带及增值、产业互联网及数字经济产业园。,4、公司全面开展各云厂商相关的云业务营销、生态渠道建设及客户体系建设等，提供包括基础IaaS、PaaS、SaaS等服务，为企业提供数字化转型过程中的咨询、迁移、安全及运维托管等一系列服务。,5、公司数据中心业务延续轻资产运营模式；鹏博士云网MSP服务，为企业提供云咨询、迁移、云网运维、多云管理、安全等保等服务，帮助企业进行数字化转型和创新。",03月17日ST鹏博士股票异动解析,2023-03-17
sh688555,*ST泽达,ST板块,药品信息化+数字乡村+互联网医疗,,dt9x8tsag9,"1、今日复牌，经公司核实，公司未发现其他可能对公司股价产生较大影响的重大事件，公司董事、监事、高级管理人员和实际控制人在公司本次股票严重异常波动期间不存在买卖公司股票的情况。,2、公司从医药监管信息化业务起步，陆续拓展到为上游医药生产企业提供质量控制信息技术服务、下游医药流通企业提供溯源追踪，并延伸应用到源头的农业种植领域。公司通过“数字化监管+医药智能制造”模式，运用覆盖药品种植、研发、生产和销售流通等多个环节的全栈式数字产品矩阵来提供全生命周期的解决方案。,3、在数字化监管领域，公司通过食药安全监管平台、质量追溯平台及“黑匣子”工程等，对医药流通过程中各个流程、环节的数据进行采集、分析、加工和处理；对经营企业记录的数据进行分析和预警，帮助市场监管部门实时掌握药品流向，实现产品质量追溯、流通控制。,4、在数字农业方向，公司深化农业基础服务，实现中药材、农业经济作物标准化种植；持续迭代升级物联网，构建数字农业体系；围绕“一统三化九场景”打造“数字乡村”共同富裕现代化基本单元。公司目前的相关业务已覆盖了全国23省市自治区。,5、在医药智能制造领域，公司瞄准药企发展的数字化、网络化和智能化需求，经过多年的医药行业深耕和专业客户服务，对医药行业，尤其是中药行业有较深的理解和知识积累。",03月17日*ST泽达股票异动解析,2023-03-17
sh688086,*ST紫晶,ST板块,自主可控存储+数据中心,,5kabpg7k7m,"1、23年3月13日公告，公司与旗下晶铠科技被提起诉讼，部分资产被查封、部分银行账户被冻结。,2、公司是国内自主可控存储产品解决方案的提供商，面向大数据时代数据智能冷热分层存储管理需求，提供大数据光存储产品和解决方案。,3、公司主要产品应用于数据中心、电子政务、公检法、金融、医疗、档案等领域，服务于国家大数据发展战略、国家信息安全战略，是存储细分领域的成长型企业。,4、公司专注于蓝光存储领域，是唯一一家BD-R底层编码策略通过国际蓝光联盟认证的大陆地区光存储企业(全球仅九家)。",03月17日*ST紫晶股票异动解析,2023-03-17
sh603007,ST花王,ST板块,借壳猜想+重整+生态景观工程,,5kabpg7qwt,"1、23年3月15日晚公告，公司收到证监会江苏监管局发出的《行政处罚事先告知书》，不触及《上海证券交易所股票上市规则》的重大违法强制退市情形。,2、23年1月底，公司公告了重整进展，预重整投资方为金华辰顺浩景（执行合伙人为徐良）等。而一家名为博蓝特半导体公司的法人也为徐良，并且地址也在金华，博蓝特半导体公司，曾于21年递交过科创板上市申请，后不知其因公司撤回了申请。综上有投资者猜测，博蓝特半导体可能想借壳公司上市。（注：以上仅为市场猜测，最终仍以公司公告为准）。,2、23年3月7日互动，截至目前公司正在积极协助临时管理人有序推进预重整阶段的相关工作。,3、公司围绕“构筑以建设为核心的产业生态集群”的战略规划，从策划、规划、设计、到投资、建设、运营构建了一条完整闭环的生态产业链。,4、公司主营业务为生态景观工程施工和生态景观设计，已形成苗木种植与养护、生态景观设计、工程施工一体化经营的全产业链业务模式。代表项目陇南阶州古镇项目、内江小河镇项目、扬州琴筝小镇项目、新华南海子湿地公园景观设计、干召新利海子景区规划设计等。",03月17日ST花王股票异动解析,2023-03-17
sz001255,博菲电气,公告,7万吨新能源复合材料项目+高分子复合材料+次新股,,5k8prw3d6l,"1、23年3月15日晚公告，拟与海宁经开区管委会签订年产70000吨新能源复合材料制品建设项目（一期）及总部项目投资协议书并设立全资子公司博菲光伏，实施协议约定项目的投资、建设和运营，总投资不低于10亿元。网传纪要预计该项目产生1.6亿利润。,2、在风力发电领域，公司与金风科技、远景能源等头部风电企业建立了业务合作关系；产品主要应用于风力发电机上，目前尚未用于叶片、铸件、法兰环节。,3、公司主要从事绝缘材料等高分子复合材料的生产研发和销售。公司积极探索光伏领域高分子复合材料的应用，目前尚处于实验室研发阶段。,4、公司募投年产35",03月16日博菲电气股票异动解析,2023-03-16
sz000028,国药一致,公告,年报增长+医药+国资,,dt89b7n0qm,"1、23年3月15日晚公告，2022年营收734.43亿元，同比增长7.44%；净利润14.87亿元，同比增长11.24%。2022年公司单四季度收入同比增长3.7%，归母净利润同比增长67.4%。业绩超预期，主要是因为零售业务板块利润增长超预期。,2、公司从事药品的研发、生产，中西成药、中药材、生物制品、生化药品、保健品、医疗器械的批发销售和连锁零售。公司控股股东国药控股，实控人国务院国资委。,3、中国生物技术集团并入国药集团，成为国药子公司。北京生物制品研究所新冠灭活疫苗生产车间已通过国家相关部门生物安全联合检查，具备了使用条件。该生产设施已取得新冠疫苗的生产许可证。",03月16日国药一致股票异动解析,2023-03-16
sz300972,万辰生物,公告,量贩零售+真姬菇+股权激励+现代农业,,8v8hzm4dme,"1、23年3月15日晚公告，2022 年，量贩零售业务占公司主营业务收入的比例为 11.00%-14.00%。2023年1月量贩零售板块板块营业收入1.4-1.6亿元，2月量贩零售板块营业收入1.3-1.4亿元。公司计划在安徽、河南、山东三个省份的重点城市开设共计 100 家门店。,2、公司是真姬菇龙头生产企业之一，主营业务为鲜品食用菌的研发、种植、销售，主要产品包括金针菇、蟹味菇和白玉菇等鲜品食用菌。2023年1-2月主要产品金针菇份销售均价同比上涨70%-80%，真姬菇同比上涨 30%-40%。,3、23年3月8日公告计划股权激励，考核目标23年-25年营收分别不低于16亿、18亿、20亿。,4、23年公司漳浦基地年产53000吨金针菇项目正式投产，该项目是目前福建省最大的金针菇工厂化项目。公司属于新型设施农业，截止2022年末金针菇日产能约204吨。,5、23年2月20日，公司拟向实控人王泽宁定增募资不超2亿元，用于品牌营销网络建设和运营服务支持。公司于2022年成立子公司南京万兴开始发展量贩零售连锁业务，其中“陆小馋”品牌运营管理近百家门店，主要覆盖江苏等地区。",03月16日万辰生物股票异动解析,2023-03-16
sh600475,华光环能,公告,制氢+光热发电+固废处置,,dt89b7ndph,"1、23年3月15日盘后公告，成功研发并下线产氢量1500Nm3\u002Fh的碱性电解槽，目前公司已具备500Nm3\u002Fh以下、500-1000Nm3\u002Fh，1000-2000Nm3\u002Fh，多个系列碱性电解水制氢系统制造技术，有10000m2电解槽水制氢设备制造场地，并将同步推进新制造基地的建设。,2、23年3月15日盘后公告，控股股东无锡市国联发展（集团）拟通过公开征集转让方式协议转让其持有的不高于公司总股本25%，本次转让价格不低于8.70元\u002F股，该方案已获江苏省国资委预审核。同日无锡市国联发展(集团)有限公司以91.05亿元拍得民生证券34.71亿股股权，成为民生证券第一大股东。,3、22年10月公司与大连理工大学签订离子液CO2捕集技术开发合同。22年8月子公司中标3.96亿元污水处理厂及污水治理设施提升工程。,4、公司具有多种蒸汽发生器的设计能力和大量的业绩，有能力提供适用于光热发电的蒸汽发生器；公司飞灰填埋业务属于危废业务，投建的惠山区飞灰填埋场一期工程（库容40万立方米）已投入使用，目前二期工程正在建设中。公司在国家重点研发项目“富氧燃烧高效低成本运行关键技术与示范”的支持下，和中科院共同开展了加压富氧燃烧中试研究工作，该项研究致力于提高富氧燃烧的效率和经济性，开发低成本的CO2捕集封存技术，推动富氧燃烧工业化进程。,5、公司围绕环保与能源两大领域开展一体化业务。是固废处置区域龙头，主要是环保综合服务、能源装备和服务两大产业方向，主要经营电站锅炉、工业锅炉、垃圾焚烧锅炉等产品的生产和销售",03月16日华光环能股票异动解析,2023-03-16
sz002777,久远银海,人工智能/数字中国,DRG\u002FDIP+AI+政务信息化+民生信息化,"美东时间3月14日，OpenAI宣布正式推出GPT-4。
百度文心一言，将于3月16日发布。",ah8f3gn4dc,"1、公司主营业务为医疗医保、数字政务和智慧城市等智慧民生领域业务，已中标多个地州医保局的DRG\u002FDIP项目并已上线运行。在人社、医保、医疗、民政等行业沉淀了大量的信息化数据。,2、公司参与了国家数字经济试点重大工程“健康医疗大数据应用创新工程”项目。目前已在机器视觉、自然语言等领域具备底层技术研发能力，在人脸识别、OCR、影像识别、自然语言处理、知识图谱等方面完成了AI技术研发和应用。,3、公司云业务包括政务云业务以及为部分云建设商提供运维服务，云计算及大数据一体化的建设和服务是公司重要业务之一。公司与浪潮合作建设与运营的成都市政务云已服务全市30多家政府部门，服务中也包含涉及算力的业务。,4、公司实控人为中国工程物理研究院，业务范围包括人力资源与社会保障等领域；公司已中标四川等6省社保国省统筹项目。公司“新医保”成绩突出，参与17个省份新一代建设，此前中标国家医保信息平台核心业务系统。,5、公司数字政务业务支撑着四川、云南等省份100多个地级市以上城市人社核心业务系统的稳定运行，保障着四川、重庆等省份50多个地级市以上城市住房公积金核心业务系统。",03月16日久远银海股票异动解析,2023-03-16
sh688365,光云科技,人工智能/数字中国,客服机器人+人工智能+SaaS产品,"美东时间3月14日，OpenAI宣布正式推出GPT-4。
百度文心一言，将于3月16日发布。",298vj544up,"1、公司依托自然语言理解及相关AI技术，使得快麦小智在机器人意图识别、语义理解、多轮对话、知识挖掘、导购营销等核心能力上位居行业前列。目前三只松鼠、百草味、周大福、美的、宜婴，九阳、南极人、王小卤等知名企业均为快麦小智客服机器人客户。,2、公司通过“AI+SaaS”实现人工智能的商业化落地。目前的SaaS产品中运用AI技术的主要是快麦小智客服机器人和深绘美工机器人，深绘美工机器人应用于电商详情页设计领域。,3、公司推出了快麦ERP、深绘美工机器人、快麦小智客服机器人、巨沃WMS等大商家SaaS产品。",03月16日光云科技股票异动解析,2023-03-16
sz300058,蓝色光标,人工智能/数字中国,GPT-4\u002F数字人+微软+百度+元宇宙,"美东时间3月14日，OpenAI宣布正式推出GPT-4。
百度文心一言，将于3月16日发布。",c58l7lkug6,"1、23年3月16日盘中，公司公众号表示，近日， “十四五”国家重点研发计划项目“实时高逼真孪生数字人关键技术研发与应用示范”项目启动，公司表示获数字人国家重点研发计划项目。,2、23年3月15日OpenAI公布GPT-4。公司作为应用ChatGPT能力的微软New Bing搜索引擎和Edge浏览器的战略合作方，预计在2-3周内可完成GPT-4接入审批。子公司蓝色宇宙将成为GPT-4+营销方面的ISV，子公司蓝标传媒将成为微软广告官方代理商。,3、公司曾互动表示在数字人建模领域，已实现使用图片生成模型的技术，3分钟即可生产一个模型。此外，公司正在积极试用ChatGPT技术",03月16日蓝色光标股票异动解析,2023-03-16
sz301110,青木股份,人工智能/数字中国,数字营销+电商运营+三胎+网络营销 ,"美东时间3月14日，OpenAI宣布正式推出GPT-4。
百度文心一言，将于3月16日发布。",3x90n9194h,"1、 公司在数据挖掘、自然语言处理、机器学习、人工智能等前沿领域也都拥有相应的技术能力或技术储备。公司图片场景业务包括视觉设计，传播内容创作多环节，拥有商品及美工系统青木小白。品牌数字营销业务涉及在抖音及快手等多个新媒体平台的投放业务。,2、公司2017年起已切入到母婴品类的业务合作，并已经与多个母婴品牌达成了长期合作，与H&M、ECCO、ZaraHome、Skechers等品牌达成电商销售合作关系。,3、公司主业为电商代运营服务、渠道分销、电商渠道零售、品牌数字营销、技术解决方案、消费者运营服务等。全资子公司青木中国香港营业范围包括进出口贸易，主营业务包括跨境电商零售业务。, （详细解析请查阅，22年3月11日异动解析）",03月16日青木股份股票异动解析,2023-03-16
sh688229,博睿数据,人工智能/数字中国,APM+数据处理+应用性能管理,"美东时间3月14日，OpenAI宣布正式推出GPT-4。
百度文心一言，将于3月16日发布。",ff8efbk7ps,"1、APM（性能管理系统）能帮助AIGC使用者实现降本增效，公司作为国内APM龙头，2022H1市场份额第一。,2、23年2月23日互动平台表示，APM服务采集和处理的数据有量级大，种类多，分析模型灵活和复杂的特点，公司目前在数据处理和分析领域有较多的技术积累，如已推出实时数仓Bonree Zeus、海量对象存储组件Bonree BRFS等。,3、公司与华为云有业务合作，经公司内部测试，公司SDK产品技术适配华为鸿蒙系统。百度是公司的重要互联网行业客户，公司主要向其提供监测服务。,4、公司主营业务是为企业级客户提供应用性能监测服务、销售应用性能监测软件及提供其他相关服务，主要产品分为应用性能监测产品、网络性能监测产品、大数据分析产品、质量控制产品。",03月16日博睿数据股票异动解析,2023-03-16
sh688039,当虹科技,人工智能/数字中国,GPT4\u002F视频编码\u002F压缩+VR+数字政务,"美东时间3月14日，OpenAI宣布正式推出GPT-4。
百度文心一言，将于3月16日发布。",ff8efbjwhx,"1、公司为视频编解码核心领军，视频压缩技术极大地降低带宽成本和存储成本。公司提供低延迟高密度视频编码、传输、终端适配方面的技术，拥有较为完整的VR编码解决方案，在AR、XR、裸眼3D、全息技术也有相应技术储备。在VR方面，重点提供FOV编码、传输、终端渲染等方面的技术。,2、公司在演播室、智能媒资平台等业务上已有AIGC方面的落地，可为电视台、新媒体、互联网等客户提供通过AI技术进行短视频、长视频的生产\u002F加工等解决方案。,3、公司已加入欧拉开源社区，双方将持续深度交流合作。 泛安全方向，华为公司是公司在数字政务“一网统管”方向上的重要业务伙伴。,4、公司当虹云产品专注于为直播平台、云游戏、电竞等行业客户提供专业产品服务，深度参与国产AVS2视频标准的产业化进程，是国内AVS2超高清实时编码器的核心供应商。,5、公司已专注人像识别相关技术研发多年，并已应用于当虹鹰眼人像大数据实战平台等产品。",03月16日当虹科技股票异动解析,2023-03-16
sz300624,万兴科技,人工智能/数字中国,AIGC虚拟人+OpenAI+视频软件,"美东时间3月14日，OpenAI宣布正式推出GPT-4。
百度文心一言，将于3月16日发布。",8v8hzm51kj,"1、公司致力于前沿AI技术探索，旗下视频演示产品万兴鹿演上线“虚拟人”功能，实现了从真人演示到虚拟数字人演示的技术跨越。这标志着“元宇宙”典型应用之一的“虚拟人”，在泛知识类视频创作领域获得成功应用，虚拟人工具可大幅提升营销视频生成效率。,2、万兴播爆是公司打造的一款基于AI、数字人技术，面向跨境用户提供本地化真人模特的AI视频创意工具。公司自建了海量素材资源商场，落地了应用产品AI绘画软件万兴爱画。,3、公司拳头产品喵影视频编辑软件占业务60%，22年底发布Filmora新版本，加入AI智能工具、多端协同等大版本功能，用户反馈较好。,4、23年2月17盘后，公司旗下亿图脑图协同版正式开启AIGC功能内测，用户只需要输入一句话，即可一键生成头脑风暴、演讲大纲、SWOT分析、活动策划、生活计划等脑图。,5、公司是A股市场消费类软件第一股，明星产品Filmora和PDFelement均在国际上享有较高美誉度，拥有数亿用户。",03月16日万兴科技股票异动解析,2023-03-16
sh688588,凌志软件,人工智能/数字中国,AIGC降本+百度文心一言+金融软件,"美东时间3月14日，OpenAI宣布正式推出GPT-4。
百度文心一言，将于3月16日发布。",778uw00zw8,"1、公司是一家金融软件企业，主要业务为对日软件开发业务及国内应用软件解决方案业务。对日外包过程中有大部分工作量集中在设计书编写以及测试上，真正的编码环节仅仅占到总工作量的8%。公司可以通过引入AIGC实现设计书自动生成以及自动化单元测试以替代大部分人力劳动，以大大降低成本，未来将实现盈利能力上的飞跃。,2、23年3月6日公司宣布通过百度智能云接入文心一言能力，为金融科技注入人工智能新动能。,3、公司自主研发的大数据实时处理平台，基于Apache Spark大规模数据处理通用计算引擎开发，可支持PB级海量数据的快速处理。在多家金融机构实际使用过程中，系统日均加工处理数据超1亿条。,4、公司致力于新兴技术在金融行业的应用，为客户提供咨询、设计、开发、维护等全方位的软件开发,服务，业务范围涵盖了证券、保险、银行、信托、资产管理等金融领域。软件产品及解决方案按功能可分为营销与服务类、业务及管理类、数据服务类、数据分析类、前端客户类、架构与工具类六大类。,5、对日软件开发业务方面，公司是日本多家知名金融公司的长期合作伙伴，为日本主要金融机构开发了众多核心业务系统。",03月16日凌志软件股票异动解析,2023-03-16
sh688292,浩瀚深度,人工智能/数字中国,运营商合作+网络可视化+互联网流量监控,"美东时间3月14日，OpenAI宣布正式推出GPT-4。
百度文心一言，将于3月16日发布。",c58c7c5zvs,"1、23年3月12日晚公告，公司连续与中国移动通信集团有限公司下属福建分公司、江苏分公司、广东分公司签订了产品销售合同；2023年1-2月公司累计已新签各类销售合同1.71亿元(含税)，较去年同期大幅增加。,2、公司产品主要部署于中国移动等电信运营商，产品主要对海量数据进行采集、识别、分析、管控、处理和深度信息挖掘，可满足运营商互联网基础设施建设以及对流量数据的智能化应用需求。,3、网络可视化行业是数据监控核心硬件设备，是挖掘中国数据资源的“铲子公司”。公司目前人工智能技术主要应用在网络可视化与智能化中的互联网流量识别、数据提取与分析领域。,4、公司新型数据中心内容运营系统领航数据智能化，基于浩瀚深度自研“顺水云”大数据平台，全面实现IDC的可视化。公司相关产品已广泛部署于中国移动、中国联通、中国电信等主要国内电信运营商的骨干网、城域网\u002F省网、IDC出口等各层级网络节点。",03月16日浩瀚深度股票异动解析,2023-03-16
sz002115,三维通信,人工智能/数字中国,6G+三维屏蔽器+卫星通讯,"美东时间3月14日，OpenAI宣布正式推出GPT-4。
百度文心一言，将于3月16日发布。",ah8f3gnepj,"1、公司子公司海卫通是专业提供卫星宽带互联网服务的运营商，通过直接为终端客户提供一站式全场景卫星宽带接入及行业垂直应用服务，解决海洋通信、偏远山区及海外工地等场景网络覆盖问题。公司目前已累计为全球3500+卫星小站提供宽带上网服务。,2、三维屏蔽器能够实现从2G到5G所有制式完整全覆盖，并支持独立组网的5G信号以及700M频段屏蔽，是三维通信基于数字射频技术探索无线领域的一大突破性成果。,3、公司聚焦于5G DAS、5G 小基站、O-RAN 产品等通信网络覆盖设备和产品领域，在5G专网领域，公司与欧美头部公司建立深度合作关系。子公司巨网科技为今日头条等知名客户提供高效精准的数字营销服务。,4、在游戏推广和联运业务方面，巨网科技与游戏研发厂商和游戏代理商进行合作，通过旗下的游戏联运推广平台——“齐齐乐”，获取游戏推广和联运收入。",03月16日三维通信股票异动解析,2023-03-16
sz000065,北方国际,一带一路,伊朗大额订单+境外基建+风电,23年3月10日，中国、沙特和伊朗在北京发表三方联合声明，沙特和伊朗宣布恢复两国外关系。,ah8f3gp04c,"1、公司在伊朗签订未生效的订单数额达人民币330.7亿元，随国际形势演化有望落地。包括伊朗阿瓦士轻轨一号线项目、伊朗德黑兰1008辆碳钢地铁车供货项目、伊朗格什姆天然气转聚丙烯化工厂EPCF项目等。公司在伊朗德黑兰设有全资子公司北方国际新能源公司，德黑兰车辆制造公司。,2、公司是中兵系控股、实控人为国务院，主要从事国际工程承包、国内建筑工程、重型装备出口贸易、物流服务、物流自动化设备系统集成服务、太阳能，境外收入占比近80%。公司在老挝、克罗地亚、孟加拉、蒙古均有项目布局。,3、克罗地亚风电项目已于21年12月并网发电，乘势欧洲电价高涨，弹性假设全年克罗地亚平均电价20\u002F25\u002F30欧分\u002F kWh，项目将贡献业绩3.45\u002F4.49\u002F5.56亿元；蒙古矿山一体化项目涵盖采矿、运输、通关、贸易四个环节，随着满都拉口岸货通恢复，项目下半年有望成为业绩新增长极。,4、20年9月公司公告收购北奔重型汽车集团持有的北奔重汽集团进出口100%股权，并获得北奔重卡海外独家经营权及商标使用权。（详细解析请查阅21年3月29日异动解析）",03月16日北方国际股票异动解析,2023-03-16
